,Length Packet,Length Header,Length MS Data,Length Service Data,CH 37,CH 38,CH 39,AD Manufacturer Specific,AD Flags,AD Tx Power Level,AD Service Data - 16 bit UUID,AD 16-bit Service Class UUIDs,AD 16-bit Service Class UUIDs (incomplete),AD Other,COMP Apple,COMP Other,UUID Samsung,UUID Tile,UUID Other,PDU ADV_IND,PDU ADV_NONCONN_IND,PDU ADV_SCAN_IND,PDU Other,CT 07,CT 12,CT Other,ST 3,ST 5,ST Other,Label
28,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
29,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
30,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
31,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
32,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
33,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
34,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
35,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
36,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
37,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
38,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
39,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
40,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
41,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
42,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
43,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
44,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
45,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
46,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
47,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
48,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
49,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
50,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
51,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
52,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
53,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
54,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
55,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
56,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
57,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
58,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
59,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
60,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
61,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
62,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
63,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
64,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
65,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
66,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
67,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
68,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
69,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
70,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
71,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
72,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
73,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
74,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
75,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
76,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
77,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
78,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
79,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
80,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
81,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
82,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
83,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
84,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
85,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
86,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
87,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
88,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
89,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
90,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
91,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
92,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
93,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
94,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
95,38,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SmartTag (nearby)
96,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
97,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
98,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
99,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
100,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
101,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
102,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
103,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
104,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
105,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
106,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
107,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
108,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
109,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
110,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
111,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
112,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
113,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
114,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
115,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
116,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
117,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
118,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
119,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
120,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
121,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
122,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
123,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
124,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
125,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
126,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
127,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
128,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
129,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
130,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
131,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
132,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
133,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
134,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
135,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
136,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
137,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
138,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
139,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
140,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
141,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
142,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
143,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
144,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
145,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
146,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
147,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
148,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
149,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
150,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
151,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
152,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
153,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
154,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
155,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
156,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
157,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
158,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
159,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
160,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
161,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
162,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
163,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
164,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
165,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
166,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
167,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
168,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
169,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
170,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
171,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
172,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
173,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
174,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
175,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
176,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
177,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
178,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
179,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
180,63,37,0,160,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
181,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
182,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
183,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
184,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
185,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
186,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
187,63,37,0,160,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
188,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
189,63,37,0,160,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,SmartTag (nearby)
